code;name;id;registry_title;registry_title;email;phone;id2;url;pi_title;city;registry_sub_title;registry_name;id2;adress;zip_code;id3;country_code;continent;country_u;country
ASIRNARD;Ardabil;V;437;Ardabil Province Cancer Registry;sadeghsmz@arums.ac.ir;045-33522175;;;NULL;Ardabil;Ardabil Province Health Center;Ardabil University of Medical Sciences;;;Daneshghah St.;;5618985991;Asia;IRAN;Iran
ASIRNEAZ;East Azerbaijan;V;1377;East Azerbaijan Population-Based Cancer Registry;dolatkhahr@tbzmed.ac.ir;3367984;984 133 361 358;http://www.eapbcr.tbzmed.ac.ir;2017 May. Voting member as of 2017. Name of person in charge of registry: Prof. Dr. Mohammad Hossein Somi;Tabriz;Liver and Gastrointestinal Diseases Research Center;Tabriz University of Medical Sciences;Imam Reza Hospital;;Golgasht Avenue;Imam Reza Hospital;5166614731;Asia;IRAN;Iran
ASIRNGOL;Golestan;V;439;Golestan Population-based Cancer Registry;grcgh@goums.ac.ir;(98) 911 3757327 ;;http://goums.ac.ir/page/2628/History;NULL;Gorgan;Golestan Research Center of Gastroenterology and Hepatology;Golestan University of Medical Sciences;;;Sayyad Shirazi Hospital;Sayyad Shirazi Bulevard;;Asia;IRAN;Iran
ASIRNGUI;Guilan;V;440;Guilan Cancer Registry Network (GCRN);NULL;(98) 131 5535116;(98) 131 5534951;NULL;Nov 27/2015: this email does not work and was deleted as the registry email address - gcrn@gums.ac.ir;Rasht;Gastrointestinal and Liver Diseases Research Center;Razi Hospital;NULL;NULL;Sardar Jangal Ave-Rasht;NULL;4168613387;Asia;IRAN;Iran
ASIRNKHR;Khorasan Razavi;V;1378;Cancer Registry of Khorasan Razavi;hamidheidarian@yahoo.com;989 127 992 064;NULL;NULL;IACR Voting membership on 03-2017;Mashhad;NULL;Mashhad University of Medical Sciences;NULL;91375-345;University St., Gharashy Building;NULL;NULL;Asia;IRAN;Iran
ASIRQKIR;Kirkuk;V;961;Kirkuk Cancer Registry;Majicshine1@yahoo.com;;;;NULL;;;;;;;;;Asia;IRAQ;Iraq
ASIRQKUR;Iraq-Kurdistan;V;1062;Iraq-Kurdistan-Sulaimani Cancer Registry;sulicancercotrol@gmail.com;7511664988;;;sulicancercotrol@gmail.com delivery failed 2019;;;Cancer Control section. Iraq-Kurdistan-Sulaimani;;;Qrga Square;;;Asia;IRAQ;Iraq
ASISR10;Israel;V;445;Israel National Cancer Registry;cancerregistry@moh.gov.il;(972) 3 7371520;(972) 2 6474893;https://www.health.gov.il/UnitsOffice/HD/ICDC/ICR/Pages/default.aspx;NULL;Tel HaShomer;Israel National Cancer Registry;Israel Disease Control Center;Israel Ministry of Health;;Gertner Institute;Sheba Medical Center;5265601;Asia;ISRAEL;Israel
ASJAP10;Japan;V;447;National Cancer Center;office_canreg@ml.res.ncc.go.jp;(81) 3 3542 2511 (ext 1639);;www.ncc.go.jp;NULL;Tokyo;Center for Cancer Registries;Center for Cancer Control and Information Services;National Cancer Center;;5-1-1 Tsukiji;Chuo-ku;104-0045;Asia;JAPAN;Japan
ASJAP11;Japan;V;446;The Japanese Association of Cancer Registries;office@jacr.info;;;;;;;;;;;;;Asia;;
ASJAPAIC;Aichi;V;448;Aichi Cancer Registry;;(81) 52 762 6111;(81) 52 763 5233;;NULL;Nagoya;Division of Epidemiology and Prevention;Aichi Cancer Center Research Institute;;;1-1 Kanokoden, Cikusa-ku;;464-8681;Asia;JAPAN;Japan
ASJAPFUI;Fukui;V;449;Fukui Cancer Registry;m-hattori-ax@pref.fukui.lg.jp;81776545151;81776572945;NULL;NULL;Fukui;NULL;Fukui Prefectural Hospital;NULL;NULL;2-8-1 Yotsui;NULL;910-8526;Asia;JAPAN;Japan
ASJAPFUO;Fukuoka;V;450;Fukuoka Cancer Registry;NULL;(81) 92 481 3979;(81) 92 471 1891;NULL;ESF 3/11/2011: move to contacts?;Fukuoka;NULL;Fukuoka Medical Association;NULL;NULL;2-9-30 Hakata-eki-Minami;Hakata-ku;812;Asia;JAPAN;Japan
ASJAPHIR;Hiroshima;V;451;Tumor and Tissue Registry Office, Hiroshima;sugi@rerf.or.jp;(81) 82 261 3131;(81) 82 262 9768;;NULL;Hiroshima;Department of Epidemiology;Radiation Effects Research Foundation;;;5-2 Hijiyama Park;Minami-ku;732-0815;Asia;JAPAN;Japan
ASJAPKAN;Kanagawa;V;453;Kanagawa Cancer Registry;kikaku@gancen.asahi.yokohama.jp;(81) 45 391 5761;(81) 45 366 3157;http://kcch.kanagawa-pho.jp/specialized/t_registration.html;NULL;Yokohama;Cancer Prevention and Control Division;Research Institute;Kanagawa Cancer Center;NULL;1-1-2, Nakao, Asahiku;NULL;241-0815;Asia;JAPAN;Japan
ASJAPMIY;Miyagi;V;455;Miyagi Prefectural Cancer Registry;registry@miyagi-pho.jp;(81) 22 796 3624;(81) 22 796 3634;;NULL;Natori-shi;Miyagi Prefectural Cancer Registry;Miyagi Cancer Center;;;47-1 Nodayama, Medeshima-Shiode;;981-1293;Asia;JAPAN;Japan
ASJAPNAG;Nagasaki;V;456;Tumor and Tissue Registry Office, Nagasaki;ozasa@rerf.or.jp;(81) 95 823 1125;(81) 95 825 7202;http://www.rerf.jp/dept/epidemi/index_e.html;NULL;Nagasaki;Department of Epidemiology;Radiation Effects Research Foundation (RERF);;;1-8-6 Nakagawa;;850-0013;Asia;JAPAN;Japan
ASJAPNII;Niigata;V;457;Niigata Cancer Registry;touroku@niigata-cc.jp;-4101;-4102;NULL;Niigata CR is now a IACR voting member;Niigata;NULL;Niigata Cancer Center Hospital;NULL;NULL;Kawagishi-Cho2;Chuo-Ko;951-8566;Asia;JAPAN;Japan
ASJAPOSA;Osaka;V;458;Osaka Cancer Registry;;(81) 6 6945 1181, ext 5505;(81) 6 6945 1909;http://www.mc.pref.osaka.jp/ocr/en/;NULL;Osaka;Cancer Control Center;Osaka International Cancer Institute;;;3-1-69 Otemae;Chuo-ku;541-8567;Asia;JAPAN;Japan
ASJAPSAG;Saga;V;459;Saga Prefectural Cancer Registry;maeda-ayako@koseikan.jp;(81) 952 242171;(81) 952 281369;;Saga cancer registy has moved to another institute since 2016;Saga;Saga-Ken Medical Centre Koseikan;;;;400, Nakabaru Kase-machi;;840-8571;Asia;JAPAN;Japan
ASJAPTOC;Tochigi;V;560;Tochigi Cancer Registry;i-oki@tochigi-cc.jp;+81 28 658 5151;+81 28 684 5756;http://www.pref.tochigi.lg.jp/e04/cancer/documents/canreg.html;Voting membership awarded 23/02/12;Utsunomiya;Department of Epidemiology;Tochigi Cancer Center ;;;4-9-13, Yohnan;;320-0834;Asia;JAPAN;Japan
ASJAPTOT;Tottori;V;461;Tottori Cancer Registry;mokamoto@med.tottori-u.ac.jp;(81) 859 34 8024;(81) 859 8138;;NULL;Yonago;Division of Environmental and Preventive Medicine, Department of Social Medicine;Tottori University School of Medicine;;;86 Nishi-machi;;683;Asia;JAPAN;Japan
ASJAPYAM;Yamagata;V;462;Yamagata Prefectural Cancer Registry;NULL;NULL;NULL;NULL;NULL;Yamagata;NULL;Yamagata Prefectural Medical Center for Cancer and Life-style Related Disease;NULL;NULL;1800 Aoyagi;NULL;990-2292;Asia;JAPAN;Japan
ASJOR10;Jordan;V;465;Jordan Cancer Registry;jcr@moh.gov.jo;(962) 6 5662067;(962) 6 5662067;www.moh.gov.jo;Contact details received on 16/02/11 (IACR);;;;;;;;;Asia;;
ASKAZ10;Kazakhstan;V;1061;Kazakhstan Cancer Registry;cancer_registr@mail.ru;+7 727 292 08 53;+7 727 292 77 55;;NULL;;;;;;91 Abay Ave.;;50022;Asia;KAZAKHSTAN;Kazakhstan
ASKON10;North Korea;V;1375;National Cancer Registry DPR of Korea;med.intl@star-co.net.kp;;;;NULL;;;Intitute of Oncology;;;;;;Asia;NORTH_KOREA;North Korea
ASKOS10;South Korea Institute of Oncology;V;1243;Korea Central Cancer Registry (KCCR);astra67@ncc.re.kr;NULL;NULL;http://ncc.re.kr/main.ncc?uri=manage02_1;ASKOS10 & ASKOS11 are the same, ASKOS10 is kept as IACR member. Dr. Young-Joo Won (Head of Div of Cancer Registration & Surveillance, NCC);Goyang;Cancer Registration & Statistics Branch;National Cancer Center Korea;National Cancer Center (NCC);NULL;323 Ilsan-ro,;Ilsandong-gu;NULL;Asia;KOREA_SOUTH;South Korea
ASKOSBUS;Busan;V;467;Busan Cancer Registry (BSCR);pnuhbscr@daum.net;(82) 51 240 7464;(82)51 240 7896;www.busancancercenter.or.kr;NULL;Busan;Regional Cancer Center;Pusan National University Hospital;NULL;NULL;179 Guduk- Ro;Seo-Gu;49241;Asia;KOREA_SOUTH;South Korea
ASKOSDAG;Daegu;V;468;Daegu Kyeongbuk Regional Cancer Registry;dgcc2005@hanmail.net;(82) 53 420 4866;(82) 53 425 2447;NULL;Email add of KIM EUNKYUNG;Daegu;Department of Preventive Medicine;School of Medicine;Kyungpook National University;NULL;101 Dongin 2;Jung-gu;700-422;Asia;KOREA_SOUTH;South Korea
ASKOSDAJ;Daejeon;V;469;Daejeon Cancer Registry;kgs0817@cnuh.co.kr;-8835;-8104;;NULL;Daejeon;;Daejeon Regional Cancer Center;;;282 Munhwa-ro;Jung-gu;35015;Asia;KOREA_SOUTH;South Korea
ASKOSGWA;Gwangju;V;471;Gwangju Cancer Registry;ujin0425@daum.net;(82)61 379 7720;(82) 61 379 7880;;ujin0425@paran.com;Hwasu-dong;Department of Cancer Registry and Public Health;Jeonnam Regional Cancer Center;Chonnam National University Hwasun Hospital;;Seyang-Ro 322;Hwasun-eup;58128;Asia;KOREA_SOUTH;South Korea
ASKOSINC;Incheon;V;473;Incheon Cancer Registry;cancer@inha.ac.kr;(82) 32 890 3070;(82) 32 890 3097;;NULL;Incheon;Department of Radiation Oncology;INHA University of Medical Colleges;;;7-206, 3-Ga, Shinheung-dong;Jung-gu;400-711;Asia;KOREA_SOUTH;South Korea
ASKOSJEJ;Jeju;V;474;Jeju Regional Cancer Registry;;(82) 64 717 1508;(82) 64 717 1508;;NULL;Jeju-si;;Jeju National University Hospital;Jeju Regional Cancer Registry;;#Aran 13gil 15 (Ara-1Dong);Jeju;63241;Asia;KOREA_SOUTH;South Korea
ASKOSSEO;Seoul;V;477;Seoul Cancer Registry;ara@ncc.re.kr;(82) 31 920 2175;(82) 31 920 2179;;NULL;Goyang;Division of Cancer Registration and Surveillance;National Cancer Center;;;323 Ilsandong-gu;;410-769;Asia;KOREA_SOUTH;South Korea
ASKOSULS;Ulsan;V;479;Ulsan Cancer Registry;ciyoo62@hanmail.net;(82) 52 250 7283 / 8819;(82) 52 250 7289;http://ucc.uuh.ulsan.kr;NULL;Ulsan;Department of Occupational & Environmental Medicine;Ulsan University Hospital;;NULL;877 Bangeojinsunhwando-ro;Dong-Gu;44033;Asia;KOREA_SOUTH;South Korea
ASKUW10;Kuwait;V;480;Kuwait Cancer Registry;kccccanreg@moh.gov.kw;(965)24812931;(965) 481 0007;NULL;Updated fr email 2018/5 Dr Elbasmi;Shuwaikh;Kuwait Cancer Registry (KCR);Kuwait Cancer Control Centre (KCCC);Ministry of Health;P.O. Box 42262;NULL;NULL;70653;Asia;KUWAIT;Kuwait
ASKYR10;Kyrgyzstan;V;481;Cancer Registry of Kyrgyz Republic;elena_spcpm@yahoo.com;(996) 312 544573;(996) 312 544573;;NULL;Bishkek;;National Centre of Oncology;Ministry of Health of the Kyrgyz Republic;;Akhunbajeva str. 92;;720064;Asia;KYRGYZSTAN;Kyrgyzstan
ASLEB10;Lebanon;V;484;National Cancer Registry;esumoh@moph.gov.lb;;;;;;;;;;;;;Asia;;
ASMAL10;Malaysia;V;485;Malaysia Cancer Registry;drazizah@nci.gov.my;(60) 3 888925555;(60)3 88925625;http://nci.moh.gov.my;NULL;Putrajaya;Malaysia Cancer Registry;National Cancer Institute, Ministry Of Health;;;No 4, Jalan P7, Presint 7;;62250;Asia;MALAYSIA;Malaysia
ASMALPEN;Penang;V;487;Penang Cancer Registry;a_drazizah @moh.gov.my;(60) 4 262 5533;(60) 4 262 3371;;NULL;George Town;Public Health Division;;;;;;;Asia;;
"Penang State Health Department""";;;;Level 37, KOMTAR;;10590;Asia;MALAYSIA;Malaysia;;;;;;;;;Asia;;
ASMALSAR;Sarawak;V;488;Sarawak Cancer Registry;ooichoohuck@yahoo.com;(60) 82 237466;(60) 82 254490;NULL;NULL;Kuching;NULL;Sarawak Health Department;NULL;NULL;Tun Abang Haji Openg Road;NULL;93590;Asia;MALAYSIA;Malaysia
ASMON10;Mongolia;V;490;National Cancer Center of Mongolia;;(976) 70101103;(976) 11 45 81 89;;NULL;Ulaanbaatar;Research, Training and Information Department;National Cancer Center of Mongolia;;;Nam Yan Ju street;Bayanzurkh district;210648;Asia;MONGOLIA;Mongolia
ASMYANPT;Nay Pyi Taw;V;1486;Nay Pyi Taw Cancer Registry;drkmshwe1977@gmail.com;;;;;;;;;;;;;Asia;;
ASMYAYAN;Yangon;V;491;Yangon Cancer Registry;NULL;(95) 1 80664;NULL;NULL;soeaungonco@mptmail.net.mm invalid;Yangon;Dept. of Oncology;Yangon General Hospital;NULL;NULL;NULL;NULL;NULL;Asia;MYANMAR;Myanmar
ASNEP10;Nepal;V;1485;Population Based Cancer Registry of Nepal;dranjanikj@gmail.com;;;;;;;;;;;;;Asia;;
ASOMA10;Oman;V;494;Oman National Cancer Registry;;(968) 24946378;(968) 24946379;;NULL;Muscat;Non-Communicable Diseases Surveillance & Control Dept.;DGHA (HQ);Ministry of Health;P.O. Box 393;;;AC 113;Asia;OMAN;Oman
ASPAK7A;Aga Khan University;V;496;Aga Khan University Pathology-Based Cancer Registry;NULL;(92) 21 493 0051, ext 1524;(92) 21 493 4294;NULL;NULL;Karachi;Department of Pathology;Aga Khan University;NULL;P.O. Box 3500;Stadium Road;NULL;74800;Asia;PAKISTAN;Pakistan
ASPAK7S;Shaukat Khanum;V;497;Shaukat Khanum Memorial Cancer Hospital Registry;dm@skm.org.pk;+92-42-35905000. Ext 4246;-35945156;www.shaukatkhanum.org.pk/home.html;NULL;Lahore;Cancer Registry and Clinical Data Management;Shaukat Khanum Memorial Cancer Hospital and Research Center;;;7-A Block R-3;M. A. Johar Town;54782;Asia;PAKISTAN;Pakistan
ASPAKKAR;Karachi;V;498;Karachi Cancer Registry;NULL;(92) 21 35342534;NULL;NULL;NULL;Karachi;Department of Pathology;Liaquat National Medical College;NULL;NULL;Stadium Road Karachi;NULL;NULL;Asia;PAKISTAN;Pakistan
ASPAKPUN;Punjab;V;499;Punjab Cancer Registry;farhana@skm.org.pk;+92-42-35905000. Ext. 4246;-35945156;http://punjabcancerregistry.org.pk/;Dr Farhana Badar - Secretary, Punjab CR;;;;;;;;;Asia;;
ASPALGAZ;Gaza;V;501;Gaza Cancer Registry;NULL;NULL;(972) 7 282 7701;NULL;NULL;Gaza;Shifa Hospital;NULL;NULL;NULL;Gaza Strip;NULL;NULL;Asia;PALESTINE;Palestine
ASPHICEB;Cebu;V;504;Metro Cebu Population-Based Cancer Registry;ronald.delos.reyes@rafi.org.ph;(63) 32 254 6351 / 256 3287;(63) 32 254 6351;;rreyes@rafi.org.pf - invalid email (Dec 1/2015);Cebu City;Eduardo J. Aboitiz Cancer Center;Ramon Aboitiz Foundation Inc.;;6000;2nd Floor, CWC Bldg, B. Rodriguez St., Cebu City;;6000;Asia;PHILIPPINES;Philippines
ASPHIMAN;Manila;V;506;Manila Cancer Registry;mcr_pcsi@yahoo.com;(63) 2 734 2126;(63) 2 734 2127;;ASPHIMAN covers the four major cities (Manila, Quezon, Pasay, Caloocan) of the National Capital Region (NCR);Manila;Philippine Cancer Society, Inc.;Manila Cancer Registry (PCS-MCR);NULL;;P.O. Box 3066;310 San Rafael St., San Miguel;1005;Asia;PHILIPPINES;Philippines
ASPHIRIZ;Rizal;V;507;Rizal Cancer Registry;doh_rcr@yahoo.com;(63) 2 8658400 LOCAL 210;(63) 2 671 9716 / 17;;NULL;Pasig City;Tumor clinic;DOH - Rizal Medical Center;;;Pasig Boulevard;;1600;Asia;PHILIPPINES;Philippines
ASQAT10;Qatar;V;508;Qatar National Cancer Registry;qncr@moph.gov.qa;97444070498;;www.ncp.qa;Applied for IACR membership in October 2011- Assoc mbship awarded 14/11/11;Doha;Policy Department, National Cancer Program;Ministry of Public Health;;P.O. Box 42;;;;Asia;QATAR;Qatar
ASSAU10;Saudi Arabia;V;510;Saudi Cancer Registry;h.almutlag@shc.gov.sa;(966) 11 4579320;(966) 11 4579360;http://www.shc.gov.sa/En/HealthRecords/CancerRegistry/Pages/CancerRegistry.aspx;Upgraded to voting member 14/11/11. Reapplied 2017 c/o Dr Hind Al-Mutlag;Riyadh;Saudi Cancer Registry;Saudi Health Council;;PO Box 3161;6293 Olayya RoadSahafah Area Unit No.(1);;13351;Asia;SAUDI_ARABIA;Saudi Arabia
ASSIN10;Singapore;V;513;Singapore Cancer Registry;hpb_servicenrdo@hpb.gov.sg;(65) 6435 3082;(65) 6536 6072;www.nrdo.gov.sg;NULL;Singapore;;Health Promotion Board;National Registry of Diseases Office;;Level 5;3 Second Hospital Avenue;168937;Asia;SINGAPORE;Singapore
ASSRI10;Sri Lanka;V;514;Sri Lanka Cancer Registry;NULL;(94) 602159227/773265365;(94) 11284 2051;NULL;Dr May Ariyaratne left NCCP (email rec'd 9/4/12);Colombo;National Cancer Control Programme;NULL;NULL;NULL;555 Elvitigala Mawatha;Narahenpita;5;Asia;SRI_LANKA;Sri Lanka
ASSRI7M;NCI Sri Lanka;V;515;National Cancer Institute;NULL;94 112 850 253;94 112 842 051;NULL;NULL;Maharagama;Statistical Review;NULL;NULL;NULL;NULL;NULL;NULL;Asia;SRI_LANKA;Sri Lanka
ASSYR10;Syria;V;516;Syrian National Cancer Registry;ahaljord@hotmail.com;(963) 11 44673200;(963) 11 44673201;NULL;NULL;Damascus;NULL;NULL;NULL;P.O. Box 5087;Nejmah Square ;NULL;NULL;Asia;SYRIA;Syria
ASTHA11;Thailand;V;517;Thailand National Cancer Registry;sulee@health.moph.go.th;(66) 2 202 6800;(66) 2 246 5145 / 247 9428;www.nci.go.th/;travel report 110 is not link to this registry;Bangkok;Research Division;National Cancer Institute;NULL;NULL;Rama VI Road;Ratchathewi;10400;Asia;THAILAND;Thailand
ASTHACHI;Chiang Mai;V;520;Chiang Mai Cancer Registry;cancer_unit@yahoo.com;(66) 53-935730;(66) 53 936584;;NULL;Meung;Maharaj Nakorn Chiang Mai Hospital;Faculty of Medicine;Chiang Mai University;;;;50200;Asia;THAILAND;Thailand
ASTHACHO;Chonburi;V;521;Chonburi Cancer Registry;canreg_cch@yahoo.com;66-3845-5059;66-3845-5059;http://web2.ccc.in.th;Manages 6 provinces in East Thailand, including Chanthaburi (ASTHACHA). Applied for IACR membership in October 2011Voting membership awarded 23/02/12;Muang;Cancer Registry Unit, Chonburi Cancer Hospital;Chonburi cancer registry;;;300 Moo 2 Samed;;20000;Asia;THAILAND;Thailand
ASTHAKHO;Khon Kaen;V;522;Khon Kaen Provincial Cancer Registry;patravoot@gmail.com, krisuw@kku.ac.th;+66 (0) 43 202485;+66 (0) 43 202485;http://kkcr.kku.ac.th/;NULL;Khon Kaen;Faculty of Medicine;Khon Kaen University;Province;NULL;Mittraparp Highway;NULL;40002;Asia;THAILAND;Thailand
ASTHALAM;Lampang;V;523;Lampang Cancer Registry;lampangregistry@gmail.com;(66) 5433 5262 ext 633;(66) 5433 5273;www.lpch.go.th;NULL;Muang District;Cancer Registry Unit;Lampang Cancer Hospital;;;199 Moo 12 Lampang-Chiang Rai Road;Pichai Sub-district;52000;Asia;THAILAND;Thailand
ASTHALOP;Lopburi;V;524;Lopburi Cancer Registry;;(36) 621800;;;NULL;Mueang District;;;;;11/1 Moo. 1 Prahonyothin rd;Tambon Thalachubson, Amphoe Muang;;Asia;THAILAND;Thailand
ASTHASON;Songkhla;V;525;Songkhla Cancer Registry;songkhla.registry@gmail.com;(66) 074-451474;(66) 074-455399;http://medinfo2.psu.ac.th/cancer/caregistry.php;NULL;Songkhla;Cancer Information Center, Faculty of Medicine;Prince of Songkla University;;;15 Kanchanavanit Road;Hat Yai;90110;Asia;THAILAND;Thailand
ASTHASUR;Suratthani;V;526;Surat Thani Cancer Hospital;NULL;(66) 77 211 6259, ext 1023;(66) 77 211368;http://www.suratcancer.go.th/cancerregistry;NULL;Suratthani;Cancer registry unit  of Surat Thani Cancer Hospital;;;;431 Moo. 5 Surat-Nasarn Road;Muang;84100;Asia;THAILAND;Thailand
ASTUR11;Turkey;V;528;Turkish MoH Cancer Registry ;kanserdb@thsk.gov.tr;(90) 312 5656001;(90) 312 5656092;www.kanser.gov.tr;NULL;Ankara;Ministry of Health Cancer Control Department;TC Saglik Bakanligi;Kanser Daire Baskanligi;;Ilkiz Sokak No: 4 Kat: 1-2;Sıhhiyye;6100;Asia;TURKEY;Turkey
ASTURBUR;Bursa;V;532;Bursa Cancer Registry;hsm16.kanser@saglik.gov.tr;9,02E+11;;;NULL;Osmangazi;Bursa Cancer Registry;Bursa Public Health Directorate;;;Ahmet paşa mah.1.selvi sk. No:8;;Bursa;Asia;TURKEY;Turkey
ASTURDOK;Dokuz Eylul;V;533;Dokuz Eylul Oncology Institute Cancer Registry;NULL;(90) 232 412 5801;(90) 232 278 9495;NULL;Nov 27/2015: email deleted from contact because undeliverable ozlem.ataman@deu.edu.tr;;;;;;;;;Asia;;
ASTUREGE;Ege;V;535;Ege University Cancer Registry;gul.kitapcioglu@ege.edu.tr ;(90) 232 388 8600 ;(90) 232 388 8600 ;;NULL;Izmir;;Ege University;Cancer Research Centre;;;;35100;Asia;TURKEY;Turkey
ASTURIZM;Izmir;V;538;Izmir Cancer Registry;kidem.izmir@gmail.com;5425162820;(90) 232 3830085;http://www.ism.gov.tr/kidem/index.html;NULL;Izmir;Kanser Kayit Merkezi;İzmir Saglik Müdürlüğü Kanser Şube;Izmir Provincial Health Directorate;;Sezer Doğan Sokak No:18 Selvili Is Merkezi Kat 1;Konak;35020;Asia;TURKEY;Turkey
ASTURNCY;N Cyprus;V;539;North Cyprus Cancer Registry;NULL;(90) 392 223 6916;(90) 392 225 2592;NULL;NULL;Nicosia;c/o Ministry of Health & Social Welfare;;;;Bedreddin Demirel Squire No. 142;;10 Mersin;Asia;TURKEY;Turkey
ASUAE10;UAE;V;542;United Arab Emirates Cancer Registry;Wael.Shelpai@moh.gov.ae;;;www.moh.gov.ae;www.cags.org.ae/cbc08ca.pdf;;;;;;;;;Asia;;
ASVIEHAN;Hanoi;V;546;Hanoi Cancer Registry;nguyenhuonggiang4590@gmail.com;(84) 4 825 2143 / 258 /3 934 4138;(84) 4 825 3757 / 934 8279;;From April 2019, we had tranfered all cancer registry activities in Hanoi Cancer Registry to Vietnam National Cancer Institute;Hanoi;International Collaboration and Research;National Cancer Hospital Cancer Registry;National Cancer Institute;;30 Cau Buou;Thanh Tri;;Asia;VIETNAM;Viet Nam
ASVIEHOC;HCMC;V;547;Ho Chi Minh City Cancer Registry;tungbuiduc@gmail.com;;;;Dr. Le Hoang Minh, Dir Ho Chi Minh City Cancer Registry retired 2018;Ho Chi Minh City;;;Ho Chi Minh City Oncology Hospital;;3 No Trang Long St.;Binh Thanh Dist.;;Asia;VIETNAM;Viet Nam
ASYEMADE;Aden;V;551;Aden Cancer Registry;hudabasaleem@gmail.com;+967 2 230734;+967 2 257339;;NULL;Aden;Faculty of Medicine and Health Sciences;University of Aden;;P.O. Box 11011;Madinat Al-Shaab, Villa 63 O2;;;Asia;YEMEN;Yemen
EUALB10;Albania;V;563;Albania National Cancer Registry;NULL;(355) 42 36873;(355) 42 36873;NULL;NULL;Tirana;NULL;Oncological Institute;University Hospital Centre;NULL;Rruga Brigade 370;NULL;NULL;Europe;ALBANIA;Albania
EUAUT10;Austria;V;564;Austrian National Cancer Registry;monika.hackl@statistik.gv.at;(43) 1 71128 7355;;http://www.statistik.at/;NULL;Vienna;Direktion Bevölkerung;Bundesanstalt Statistik Osterreich;;;Guglgasse 13;;1110;Europe;AUSTRIA;Austria
EUAUTCAR;Carinthia;V;566;Carinthian Cancer Registry;zorica.jukic@kabeg.at;(43) 463 53827730;(43) 463 53838909;http://www.klinikum-klagenfurt.at/;NULL;Klagenfurt;Institut für Strahlentherapie und Radioonkologie;Klinikum - Klagenfurt am Wörthersee;;;Feschnigstraße 11;;9020;Europe;AUSTRIA;Austria
EUAUTSAL;Salzburg;V;567;Landes Salzburg Tumor Registry;NULL;(43) 662 4482 2889;(43) 662 4482 4170;;NULL;Salzburg;;;;;Müllner Hauptstrasse 48;;5020;Europe;AUSTRIA;Austria
EUAUTTYR;Tyrol;V;568;Tyrol Cancer Registry;office@iet.at;(43) 512 504 22313;(43) 512 504 22315;www.iet.at;NULL;Innsbruck;;Tirol Kliniken GmbH;;;Anichstraße 35;;6020;Europe;AUSTRIA;Austria
EUAUTVOR;Vorarlberg;V;569;Vorarlberg Cancer Registry;krebsregister@aks.or.at;(43) 5574 202-1021;(43) 5574 202-9;www.aks.or.at;NULL;Bregenz;;aks gesundheit GmbH;;;Rheinstrasse 61;;6900;Europe;AUSTRIA;Austria
EUBEA10;Belarus;V;571;Belarusian Cancer Registry;oncobel@omr.med.by;(375) 17 287 9505;(375) 17 265 4704;NULL;NULL;Lesnoy;Department of cancer control;N.N. Alexandrov  National  Cancer Center of Belarus;NULL;NULL;Lesnoy-2;NULL;223040;Europe;BELARUS;Belarus
EUBEA20;Belarus_P;V;572;Childhood Cancer SubRegistry of Belarus;;(375) 17 265 4048;(375) 17 265 4222;www.oncology.by;NULL;Borovnica;Epidemiological Department;Belarusian Research Center for Paediatric Oncology, Haematology and Imunology;;;Frunzenskaya st.43;;223053;Europe;BELARUS;Belarus
EUBEL10;Belgium;V;574;Belgian Cancer Registry;info@registreducancer.org;+32(0) 2 250 10 10;+32(0) 2 250 10 11;www.kankerregister.org / www.registreducancer.org;NULL;Brussels;;;;;Koningstraat 215;Bus 7;1210;Europe;BELGIUM;Belgium
EUBELANT;Antwerp;V;581;Antwerp Cancer Registry;NULL;(32) 3 265 2653;(32) 3 265 2640;NULL;Closed in 2008;Antwerp;Dept. of Epidemiology and Community Health;University of Antwerp;;;Campus Drie Eiken;Universiteitsplein 1;2610;Europe;BELGIUM;Belgium
EUBELLIM;Limburg;V;583;Limburg Cancer Registry (LIKAR);NULL;(32) 11 230861;(32) 11 230859;NULL;NULL;Hasselt;NULL;NULL;NULL;NULL;Stadsomvaart 9;NULL;3500;Europe;BELGIUM;Belgium
EUBOS10;BH;V;584;Population-based Cancer Registry of the Federation of Bosnia & Herzegovina;NULL;(387) 33 663941;(387) 33 220548;;amayer@ipolisboa.mi-saude.pt bounced - Tanja Micic, Chief of IT department IPH;Sarajevo;Epidemiology Department;Institute of Public Health;;;M Tita 9;;71000;Europe;BOSNIA_HERZEGOVINA;Bosnia and Herzegovina
EUBOSSRP;BHS;V;585;Cancer Registry of Republic of Srpska;zgavric210@gmail.com;(387) 51 491607;(387) 51491600;;NULL;Banja Luka;Department of Social medicine;The Public Health Institute of Republika Srpska;Faculty of Medicine, Univesity of Banja Luka;;Jovan Ducic 1;;78000;Europe;BOSNIA_HERZEGOVINA;Bosnia and Herzegovina
EUBUL10;Bulgaria;V;586;Bulgarian National Cancer Registry;bncr.staff@gmail.com;+359 2 8076335;+359 2 8076335;www.sbaloncology.bg;BNCR_zdravka@netbg.com - invalid email;Sofia;BNCR;National Oncological Hospital;National Oncoligical Hospital;;6, Plovdivsko Pole Street;;1797;Europe;BULGARIA;Bulgaria
