name;membership;reg_link;name;url;city;department;continent;country_u;country
Bacalod;N;503;Bacalod Cancer Registry;NULL;Bacalod;NULL;Asia;PHILIPPINES;Philippines
Cebu;V;504;Metro Cebu Population-Based Cancer Registry;;Cebu;Eduardo J. Aboitiz Cancer Center;Asia;PHILIPPINES;Philippines
Davao;N;505;Davao Cancer Registry;NULL;Davao;Department of Health;Asia;PHILIPPINES;Philippines
Manila;V;506;Manila Cancer Registry;;Manila;Philippine Cancer Society, Inc.;Asia;PHILIPPINES;Philippines
Rizal;V;507;Rizal Cancer Registry;;Pasig;Tumor clinic;Asia;PHILIPPINES;Philippines
Qatar;V;508;Qatar National Cancer Registry;www.ncp.qa;Doha;Policy Department, National Cancer Program;Asia;QATAR;Qatar
Doha;N;509;Weill Cornell Medical College;http://qatar-weill.cornell.edu/aboutUs/index.html;Doha;NULL;Asia;QATAR;Qatar
Saudi Arabia;V;510;Saudi Cancer Registry;http://www.shc.gov.sa/En/HealthRecords/CancerRegistry/Pages/CancerRegistry.aspx;Riyadh;Saudi Cancer Registry;Asia;SAUDI_ARABIA;Saudi Arabia
Gulf Centre GCCCP;C;1480;Gulf Centre for Cancer Control and Prevention (GCCCP);www.kfshrc.edu.sa;Riyadh;NULL;Asia;SAUDI_ARABIA;Saudi Arabia
Gulf Cooperative Council;N;511;Gulf Cooperative Council;NULL;Riyadh;Gulf Cooperative Council;Asia;SAUDI_ARABIA;Saudi Arabia
Riyadh;N;512;Saudi Cancer Registry;https://nhic.gov.sa/en/eServices/Pages/manageregisters.aspx;Riyadh;National Health information Center ;Asia;SAUDI_ARABIA;Saudi Arabia
Singapore;V;513;Singapore Cancer Registry;www.nrdo.gov.sg;Singapore;;Asia;SINGAPORE;Singapore
Singapore, Lung Cancer Consortium;N;1488;Lung Cancer Consortium Singapore;;Singapore;Division of Medical Oncology;Asia;SINGAPORE;Singapore
Sri Lanka;V;514;Sri Lanka Cancer Registry;NULL;Colombo;National Cancer Control Programme;Asia;SRI_LANKA;Sri Lanka
NCI Sri Lanka;V;515;National Cancer Institute;NULL;Maharagama;Statistical Review;Asia;SRI_LANKA;Sri Lanka
Syria;V;516;Syrian National Cancer Registry;NULL;Damascus ;NULL;Asia;SYRIA;Syria
Thailand;V;517;Thailand National Cancer Registry;www.nci.go.th/;Bangkok;Research Division;Asia;THAILAND;Thailand
National_paediatric;N;972;National paediatric cancer registry;NULL;Bangkok;Department of Pediatrics;Asia;THAILAND;Thailand
Thailand 6 registries;N;987;BAN, CHI, CHO, KHO, LAM & SON for IICC-3;NULL;NULL;NULL;Asia;THAILAND;Thailand
Bangkok;U;518;Bangkok Cancer Registry;NULL;Bangkok;National Cancer Database;Asia;THAILAND;Thailand
Chanthaburi;U;519;Chanthaburi Cancer Registry;http//web2.ccc.in.th;Muang;NULL;Asia;THAILAND;Thailand
Chiang Mai;V;520;Chiang Mai Cancer Registry;;Meung;Maharaj Nakorn Chiang Mai Hospital;Asia;THAILAND;Thailand
Chonburi;V;521;Chonburi Cancer Registry;http://web2.ccc.in.th;Muang;Cancer Registry Unit, Chonburi Cancer Hospital;Asia;THAILAND;Thailand
Khon Kaen;V;522;Khon Kaen Provincial Cancer Registry;http://kkcr.kku.ac.th/;Khon Kaen;Faculty of Medicine;Asia;THAILAND;Thailand
Lampang;V;523;Lampang Cancer Registry;www.lpch.go.th;Muang District;Cancer Registry Unit;Asia;THAILAND;Thailand
Lopburi;V;524;Lopburi Cancer Registry;;Mueang District;;Asia;THAILAND;Thailand
Songkhla;V;525;Songkhla Cancer Registry;http://medinfo2.psu.ac.th/cancer/caregistry.php;Songkhla;Cancer Information Center, Faculty of Medicine;Asia;THAILAND;Thailand
Suratthani;V;526;Surat Thani Cancer Hospital;http://www.suratcancer.go.th/cancerregistry;Suratthani;Cancer registry unit  of Surat Thani Cancer Hospital;Asia;THAILAND;Thailand
Udonthani;N;527;Udonthani Cancer Registry;NULL;NULL;NULL;Asia;THAILAND;Thailand
Turkey;V;528;Turkish MoH Cancer Registry ;www.kanser.gov.tr;Ankara;Ministry of Health Cancer Control Department;Asia;TURKEY;Turkey
Turkey_P;N;529;TPOG/TPHD Turkish National Paediatric Cancer Registry;http://www.turkpediatrikkanserkayit.org;Ankara;Department of Pediatric Oncology;Asia;TURKEY;Turkey
Turkey 8 registries;N;988;ANK, ANT, BUR, EDI, ERZ, IZM, SAM & TRA  for IICC3;NULL;NULL;NULL;Asia;TURKEY;Turkey
Adana;N;530;Adana Cancer Registry;NULL;Adana;KIDEM 456;Asia;TURKEY;Turkey
Ankara;N;1236;Ankara Cancer Registry;www.asm.gov.tr;Ankara;Ankara Il Saglik Mudurlugu;Asia;TURKEY;Turkey
Antalya;N;531;Antalya Cancer Registry Center;;Antalya;Center for Cancer Registry;Asia;TURKEY;Turkey
Bursa;V;532;Bursa Cancer Registry;;Osmangazi;Bursa Cancer Registry;Asia;TURKEY;Turkey
Dokuz Eylul;V;533;Dokuz Eylul Oncology Institute Cancer Registry;NULL;Dokuz Eylul;NULL;Asia;TURKEY;Turkey
Edirne;N;534;Edirne Cancer Registry;www.edirnesm.gov.tr;Edirne;Edirne Cancer Registry;Asia;TURKEY;Turkey
Ege;V;535;Ege University Cancer Registry;;Bornova/Izmir;;Asia;TURKEY;Turkey
Erzurum;N;536;Erzurum Cancer Registry;https://erzurumism.saglik.gov.tr/TR,82313/kanser-kayitciligi-ve-kanser-kayit-merkezleri.html;Erzurum;;Asia;TURKEY;Turkey
Eskisehir;N;537;Eskisehir Cancer Registry;NULL;Eskisehir;NULL;Asia;TURKEY;Turkey
Izmir;V;538;Izmir Cancer Registry;http://www.ism.gov.tr/kidem/index.html;Izmir;Kanser Kayit Merkezi;Asia;TURKEY;Turkey
N Cyprus;V;539;North Cyprus Cancer Registry;NULL;Nicosia;c/o Ministry of Health & Social Welfare;Asia;CYPRUS;Cyprus
Samsun;N;540;Samsun Cancer Registry;;Ilkadim;Cancer Registry;Asia;TURKEY;Turkey
Trabzon;N;541;Trabzon Cancer Registry;http://www.trbhsm.gov.tr/;Trabzon;NULL;Asia;TURKEY;Turkey
UAE;V;542;United Arab Emirates Cancer Registry;www.moh.gov.ae;Dubai;National Disease Registry;Asia;UNITED_ARAB_EMIRATES;United Arab Emirates
Tawam_P;N;543;Tawam Hospital Paediatric Oncology Registry;www.seha.ae;Al Ain;Department of Paediatrics;Asia;UNITED_ARAB_EMIRATES;United Arab Emirates
Cantho;N;544;Cantho Cancer Registry;NULL;Cantho;NULL;Asia;VIETNAM;Viet Nam
Haiphong;N;545;Haiphong Cancer Registry;NULL;Haiphong;NULL;Asia;VIETNAM;Viet Nam
Hanoi;V;546;Hanoi Cancer Registry;;Hanoi;International Collaboration and Research;Asia;VIETNAM;Viet Nam
HCMC;V;547;Ho Chi MinhCancer Registry;;Ho Chi Minh;;Asia;VIETNAM;Viet Nam
Hue;N;548;Hue Cancer Registry;NULL;Hue;NULL;Asia;VIETNAM;Viet Nam
Thainguyen;N;549;Thainguyen Cancer Registry;NULL;Thainguyen;NULL;Asia;VIETNAM;Viet Nam
Yemen;N;550;Yemen Cancer Registry;None;Aden;Cancer Registry Unit;Asia;YEMEN;Yemen
Aden;V;551;Aden Cancer Registry;;Aden;Faculty of Medicine and Health Sciences;Asia;YEMEN;Yemen
Hadramout;N;552;Hadramout Cancer Registry;NULL;Hadramout;NULL;Asia;YEMEN;Yemen
Hudaudah;N;553;Hudaudah Cancer Registry;NULL;Hudaudah;NULL;Asia;YEMEN;Yemen
Ibb;N;554;Ibb Cancer Registry;NULL;Ibb;NULL;Asia;YEMEN;Yemen
Mukalla;N;555;Mukalla Cancer Registry;NULL;Mukalla;NULL;Asia;YEMEN;Yemen
Sadah;N;556;Sada'h Cancer Registry;NULL;Sada'h;NULL;Asia;YEMEN;Yemen
Sanaa;N;557;Sanaa Cancer Registry;NULL;Sanaa;NULL;Asia;YEMEN;Yemen
Seiyun;N;558;Seiyun Cancer Registry;NULL;Seiyun;NULL;Asia;YEMEN;Yemen
Taiz;N;559;Taiz Cancer Registry;NULL;Taiz;NULL;Asia;YEMEN;Yemen
Lyon;N;561;Section of Cancer Information;;Lyon;Room 111;Europe;0;0
Lyon;N;562;IARC;www.iacr.com.fr/;Lyon 08;CIN Group;Europe;0;0
Albania;V;563;Albania National Cancer Registry;NULL;Tirana;NULL;Europe;ALBANIA;Albania
Austria;V;564;Austrian National Cancer Registry;http://www.statistik.at/;Wien;Direktion Bevölkerung;Europe;AUSTRIA;Austria
UN Atomic Radiation;N;565;United Nations Scientific Committe on the Effects of Atomic Radiation;NULL;Vienna;NULL;Europe;AUSTRIA;Austria
Carinthia;V;566;Carinthian Cancer Registry;http://www.klinikum-klagenfurt.at/;Klagenfurt am Wörthersee;Institut für Strahlentherapie und Radioonkologie;Europe;AUSTRIA;Austria
Salzburg;V;567;Landes Salzburg Tumor Registry;;Salzburg;;Europe;AUSTRIA;Austria
Tyrol;V;568;Tyrol Cancer Registry;www.iet.at;Innsbruck;;Europe;AUSTRIA;Austria
Vorarlberg;V;569;Vorarlberg Cancer Registry;www.aks.or.at;Bregenz;;Europe;AUSTRIA;Austria
Austria_NS;N;570;Austrian Brain Tumour Registry;NULL;Vienna;Institute of Neurology;Europe;AUSTRIA;Austria
Belarus;V;571;Belarusian Cancer Registry;NULL;Lesnoy Minsk;Department of cancer control;Europe;BELARUS;Belarus
Belarus_P;V;572;Childhood Cancer SubRegistry of Belarus;www.oncology.by;Borovlyani;Epidemiological Department;Europe;BELARUS;Belarus
Minsk_HP;N;573;Minsk Haematology Cancer Registry;NULL;Minsk;NULL;Europe;BELARUS;Belarus
Belgium;V;574;Belgian Cancer Registry;www.kankerregister.org / www.registreducancer.org;Brussels;;Europe;BELGIUM;Belgium
Louvain;I;575;Department of Pathology (Louvain);NULL;Louvain;Division de Génétique Humaine;Europe;BELGIUM;Belgium
Bordet Institute;N;576;Bordet Institute Cancer Registry;www.bordet.be/registre/registre.htm, www.bordet.be/fr/presentation/organigr/textes/bordet.htm;Brussels;NULL;Europe;BELGIUM;Belgium
Brussels Public Health;N;577;Brussels Institute of Public Health;www.wiv-isp.be;Brussels;;Europe;BELGIUM;Belgium
EORTC Leuven;N;578;European Organisation for Research and Teatment on Cancer - Leuven;NULL;Leuven;NULL;Europe;BELGIUM;Belgium
European Commission;N;579;European Commission;NULL;Brussels;Programme Nuclear Fission Safety;Europe;BELGIUM;Belgium
Brussels;N;580;Oncology Centre, AZ-VUB;NULL;Jette (Brussels);NULL;Europe;BELGIUM;Belgium
Antwerp;V;581;Antwerp Cancer Registry;NULL;Antwerp;Dept. of Epidemiology and Community Health;Europe;BELGIUM;Belgium
Fleming;N;582;Flemish Cancer Registry Network;NULL;Brussels;NULL;Europe;BELGIUM;Belgium
Limburg;V;583;Limburg Cancer Registry (LIKAR);NULL;Hasselt;NULL;Europe;BELGIUM;Belgium
BH;V;584;Population-based Cancer Registry of the Federation of Bosnia & Herzegovina;;Sarajevo;Epidemiology Department;Europe;BOSNIA_HERZEGOVINA;Bosnia and Herzegovina
BHS;V;585;Cancer Registry of Republic of Srpska;;Banja Luka;Department of Social medicine;Europe;BOSNIA_HERZEGOVINA;Bosnia and Herzegovina
Bulgaria;V;586;Bulgarian National Cancer Registry;www.sbaloncology.bg;Sofia;BNCR;Europe;BULGARIA;Bulgaria
Croatia;V;587;Croatian National Cancer Registry;https://www.hzjz.hr/sluzba-epidemiologija-prevencija-nezaraznih-bolesti/odjel-za-maligne-bolesti/;Zagreb;Division for Epidemiology and Prevention of Noncommunicable Chronic Diseases;Europe;CROATIA;Croatia
Cyprus;V;588;Cyprus Cancer Registry;www.moh.gov.cy;Lefkosia;Heatlh Monitoring Unit;Europe;CYPRUS;Cyprus
Czech R;V;589;Czech National Cancer Registry;http://www.svod.cz/;Prague;;Europe;CZECH_REPUBLIC;Czech Republic
Czech R_P;N;590;Pediatric cancer registry of the Czech Republic;NULL;Brno;Pediatric Oncology Department;Europe;CZECH_REPUBLIC;Czech Republic
N Moravia;I;591;Cancer Registry of Northern Moravia;http://eng.fno.cz/;Ostrava-Poruba;NULL;Europe;CZECH_REPUBLIC;Czech Republic
S Moravia;I;592;Cancer Registry of Southern Moravia;NULL;Brno;Department of Cancer Epidemiology;Europe;CZECH_REPUBLIC;Czech Republic
Czech R_Dig;V;593;Registry of Gastrointestinal Cancer;http://int4.lf1.cuni.cz/eng/ (?);Prague;NULL;Europe;CZECH_REPUBLIC;Czech Republic
Denmark;V;594;Danish Cancer Registry;www.sundhedsdatastyrelsen.dk;Copenhagen;Health Documentation;Europe;DENMARK;Denmark
ANCR;V;595;Association of Nordic Cancer Registries (ANCR);NULL;Copenhagen;NORD CAN;Europe;DENMARK;Denmark
WHO/EURO Reducing Disease Burden;N;596;Reducing Disease Burden;NULL;Copenhagen;Division of Technical Support 1;Europe;DENMARK;Denmark
Estonia;V;597;Estonian Cancer Registry;http://www.tai.ee/et/tegevused/registrid/vahiregister;Tallinn;;Europe;ESTONIA;Estonia
Finland;V;598;Cancer Society of Finland / Finnish Cancer Registry;"www.cancerregistry.fi; www.cancer.fi/syoparekisteri/en/";Helsinki;;Europe;FINLAND;Finland
FRANCIM;N;599;FRANCIM;www.invs.sante.fr/surveillance/cancers/surveillance_cancers.htm;NULL;NULL;Europe;FRANCE;France
France_P;N;600;Two French paediatric cancer registries combined;http://rnce.inserm.fr/;NULL;NULL;Europe;FRANCE;France
France_P_HP;N;601;National Registry of Childhood Haematological Malignancies;http://rnce.inserm.fr/;Villejuif;INSERM UMR-S 1153 - Equipe 7 Epidemiology of childhood and adolescent cancers;Europe;FRANCE;France
France_P_Solid;V;602;National Registry of Solid tumour of children;http://rnce.inserm.fr;Vandoeuvre;;Europe;FRANCE;France
Brittany_P;N;603;Paediatric Cancer Registry of Brittany;http://orsbretagne.typepad.fr/ors_bretagne/cancers_de_lenfant/;Rennes;Département de Médecine de l'Enfant et de l'Adolescent;Europe;FRANCE;France
PACA Corsica_P;U;604;PACA and Corsica Cancer Registry;NULL;Marseille;;Europe;FRANCE;France
Rhone Alps_P;N;605;Association of Child Cancer Registries of the Rhone Alps Region;;Saint-Etienne;Secrétariat de Pédiatrie niv+3;Europe;FRANCE;France
France 13 registries;N;989;CAL, DOU, GIR, HER, ISE, LIM, LOI, MAN, NOR, RBA, RHA, SOM & TAR for IICC-3;NULL;NULL;NULL;Europe;FRANCE;France
France 6 registries;N;990;Doubs, Herault, Isere, Bas-Rhin, Haut-Rhin, Tarn for IICC3;NULL;NULL;NULL;Europe;FRANCE;France
France Registry Committee;N;606;National Committee of Registries;NULL;Paris;Comité National des Registres;Europe;FRANCE;France
Sharon Whelan;N;607;Ms Sharon Whelan;NULL;NULL;NULL;Europe;FRANCE;France
Belfort;N;608;Cancer registry of the Belfort Territories (Doubs CR);NULL;Besançon;NULL;Europe;FRANCE;France
Calvados;V;609;Calvados General Cancer Registry;;Caen;U1086 INSERM UCN;Europe;FRANCE;France
Doubs;V;610;Doubs Cancer Registry;www.chu-besancon.fr/registretumeursdoubs;Besançon;;Europe;FRANCE;France
Essonne;V;611;Essonne Cancer Registry;NULL;Briis sous Forges;NULL;Europe;FRANCE;France
Gironde;V;612;Gironde Cancer Registry;http://etudes.isped.u-bordeaux2.fr/registres-cancers-aquitaine/Rg/R_Accueil.aspx;Bordeaux;Université de Bordeaux;Europe;FRANCE;France
Herault;V;613;Herault Cancer Registry;www.registre-tumeurs-herault.fr;Montpellier 5;;Europe;FRANCE;France
Ile-de-France;I;614;Ile-de-France Cancer Registry;http://ile-de-france.sante.gouv.fr/img/pdf/plaquette_registre.pdf;Paris;Cellule Inter Régionale d'Epidémiologie d'Ile-de-France;Europe;FRANCE;France
Isere;V;615;Isere Cancer Registry;NULL;Grenoble 9;NULL;Europe;FRANCE;France
Limousin;V;616;Limousin Cancer Registry;http://www.registre-cancer-limousin.fr/;Limoges;;Europe;FRANCE;France
Loire;V;617;Loire-Atlantique/Vendée Cancer Registry;http://www.santepaysdelaloire.com/registre-des-cancers/;Nantes 1;NULL;Europe;FRANCE;France
Manche;V;618;Manche Cancer Registry;registrecancermanche.org;Cherbourg-en-Cotentin;MANCHE;Europe;FRANCE;France
Nord;I;619;Lille area Cancer Registry;www.registrecancers59.fr;Lille;;Europe;FRANCE;France
Poitou-Charentes;N;960;Cancer Registry of Poitou Charentes;http://medphar.univ-poitiers.fr/registre-cancers-poitou-charentes/;Poitiers;UNITE D'EPIDEMIOLOGIE DES CANCERS DE LA REGION POITOU-CHARENTES;Europe;FRANCE;France
Bas-Rhin;V;620;Bas-Rhin Cancer Registry;http://epidemio.unistra.fr/;Strasbourg;Laboratoire d’Épidémiologie et de Santé Publique;Europe;FRANCE;France
Haut-Rhin;V;621;Haut-Rhin Cancer Registry;http://www.arer68.org;Mulhouse;;Europe;FRANCE;France
Somme;V;622;Somme Cancer Registry;http://www.chu-amiens.fr/chercheurs/le-registre-du-cancer-de-la-somme/;Amiens;NULL;Europe;FRANCE;France
Tarn;V;623;Tarn Cancer Registry;http://oncomip.org/fr/epidemiologie-registre-cancers-tarn.html;Albi;;Europe;FRANCE;France
Marne;I;624;Val de Marne Cancer Registry;http://ile-de-france.sante.gouv.fr/veille-sanitaire-et-alerte/surveiller-les-cancers/index.html;Paris;CIRE Ile de France;Europe;FRANCE;France
Vendee;U;625;Loire-Atlantique/Vendée Cancer Registry;http://www.santepaysdelaloire.com/registre-des-cancers/;Nantes 1;;Europe;FRANCE;France
Burgundy_Dig;V;626;Burgundy Digestive Cancer Registry;;Dijon;;Europe;FRANCE;France
Calvados_Dig;V;627;Calvados Registry of Digestive Tumours;NULL;Caen;Cancers et Populations ER13 INSERM;Europe;FRANCE;France
Finistere_Dig;N;628;Finistere Registry of Digestive Tumours;http://registre-tumeurs-29.fr;Brest;;Europe;FRANCE;France
H Garonne_Dig;N;629;Haute Garonne Registry of Digestive Cancer;NULL;Toulouse;NULL;Europe;FRANCE;France
Marne-Ardennes_Th;N;630;Marne-Ardennes Registry of Thyroid Cancer;http://www.institutjeangodinot.fr/;Reims;NULL;Europe;FRANCE;France
Cote dOr_Fem;V;631;Côte d'Or Breast and Gynaecologic Cancer Registry;;Dijon;Unité de Recherche en Epidémiologie et Qualité de Vie;Europe;FRANCE;France
Cote dOr_HP;V;632;Cote d'Or Hemopathy Registry;NULL;Dijon;"Equipe d'Accueil 4184
INSERM/INVS/INCa";Europe;FRANCE;France
Gironde_HP;N;633;Gironde Registry of Malignant Hemopathy;www.registres-cancers-aquitaine.fr;Bordeaux;NULL;Europe;FRANCE;France
B Normandy_HP;N;634;Lower Normandy Hemopathy Registry;http://www.registrescancers-bn.org;Caen;Unité Fonctionnelle Hospitalo-universitaire n° 0350;Europe;FRANCE;France
Nice_NS;N;635;Register of Primary Brain Tumors in Adults;NULL;Nice Cédex;NULL;Europe;FRANCE;France
Gironde_NS;N;636;Cancer registry of tumours on the nervous system in Gironde;http://www.registres-cancers-aquitaine.fr/;Bordeaux;;Europe;FRANCE;France
France_MT;N;637;National registry of mesothelioma;no website yet in progress;CAEN 9;University hospital - Pathology department (3rd floor);Europe;FRANCE;France
GEKID;V;638;Association of German Cancer Registries;www.gekid.de;Lübeck;Institute of Cancer Epidemiology;Europe;GERMANY;Germany
Center for CR Data;V;968;German Center for Cancer Registry Data;www.krebsdaten.de;Berlin;;Europe;GERMANY;Germany
Germany_P;V;640;German Childhood Cancer Registry (GCCR);www.kinderkrebsregister.de;Mainz;;Europe;GERMANY;Germany
W Germany;N;641;West Germany Cancer Registry;NULL;NULL;NULL;Europe;GERMANY;Germany
Germany, 6 Easterm states;N;639;BBE, BBR, BMP, BSF, BSH & BTH for IICC-3;https://www.berlin.de/gkr/;Berlin;Common Cancer Registry of the Federal States Berlin, Brandenburg, Mecklenburg-Vorpommern,;Europe;GERMANY;Germany
Germany, 5 Western registries;N;886;BAV, RHP, SAA, SAL & SCH for IICC3;NULL;NULL;NULL;Europe;GERMANY;Germany
Breast Network;N;642;European Breast Cancer Network;www.ebcn.org/;Köln;NULL;Europe;GERMANY;Germany
Cervical Network;N;643;European Cervical Cancer Screening Network;NULL;Munich;NULL;Europe;GERMANY;Germany
Baden-Württemberg;V;644;Cancer Registry of Baden-Württemberg;www.krebsregister-bw.de;Heidelberg;;Europe;GERMANY;Germany
Bavaria;V;645;Cancer Registry Bavaria;www.krebsregister-bayern.de;Nuremberg;;Europe;GERMANY;Germany
Munich;V;646;Munich Cancer Registry;www.tumorregister-muenchen.de/en;Munich;Klinikum Grosshadern;Europe;GERMANY;Germany
Berlin;V;647;Common Cancer Registry of the Federal States Berlin, Brandenburg, Mecklenburg-Vorpommern, Sachsen-Anhalt and the Free States Saxony and Thuringia;http://www.statistik-berlin-brandenburg.de/;Berlin;Office of Registration;Europe;GERMANY;Germany
Brandenburg;N;648;Brandenburg Cancer Registry;http://www.statistik-berlin-brandenburg.de/;Berlin;Office of Registration;Europe;GERMANY;Germany
Mecklenburg;N;649;Mecklenburg-Western Pomerania Cancer Registry;www.statistik-mv.de;Berlin;Office of Registration;Europe;GERMANY;Germany
Bremen;V;650;Bremen Cancer Registry;www.krebsregister.bremen.de/en_index.php, www.bips.uni-bremen.de;Bremen;;Europe;GERMANY;Germany
Saxony;N;651;Free state of Saxony Cancer Registry;www.krebsregister.berlin.de;Berlin;Office of Registration;Europe;GERMANY;Germany
Saxony-Anhalt;N;652;Saxony-Anhalt Cancer Registry;www.statistik.sachsen-anhalt.de;Berlin;Office of Registration;Europe;GERMANY;Germany
Thüringen;N;653;Thüringen Cancer Registry;www.statistik.thueringen.de;Berlin;Office of Registration;Europe;GERMANY;Germany
Hamburg;V;654;Hamburg Cancer Registry;www.hamburg.de/krebsregister/;Hamburg;NULL;Europe;GERMANY;Germany
Hessen;N;655;Hessen Cancer Registry;NULL;Dillenburg;NULL;Europe;GERMANY;Germany
Bavaria-Nurnmberg;N;656;Bavaria Cancer Registry (Nurnberg Office);NULL;Nuremberg;NULL;Europe;GERMANY;Germany
Rhine-Pfalz;V;657;Cancer Registry of Rhineland-Palatinate;http://www.krebsregister-rheinland-pfalz.de/;Mainz;;Europe;GERMANY;Germany
NRW;V;658;Cancer Registry North Rhine-Westphalia;www.krebsregister.nrw.de/;Münster;;Europe;GERMANY;Germany
Saarland;V;659;Saarland Cancer Registry;www.krebsregister.saarland.de;Saarbrücken;NULL;Europe;GERMANY;Germany
Hannover;N;660;Lower Saxony Cancer Registry;http://www.krebsregister-niedersachsen.de;Hannover;;Europe;GERMANY;Germany
L Saxony;V;661;Epidemiological Cancer Registry of Lower Saxony;www.krebsregister-niedersachsen.de/;Oldenburg;Registerstelle;Europe;GERMANY;Germany
Schleswig-Holstein;V;662;Schleswig-Holstein Cancer Registry;www.krebsregister-sh.de/;Lübeck;;Europe;GERMANY;Germany
Gibraltar;V;663;Gibraltar Cancer Registry;NULL;Gibraltar;NULL;Europe;GIBRALTAR;Gibraltar
Greece;I;664;Hellenic Cancer Registry;www.keelpno.gr/;Marousi;;Europe;GREECE;Greece
Greece_P_HP;N;665;Nationwide Registry of Childhood Hematological Malignancies and Solid Tumors (NARECHEM-ST);www.narechem.gr;Athens;Dept. of Hygiene, Epidemiology and Medical Statistics;Europe;GREECE;Greece
Crete;V;666;Cancer Registry of Crete;NULL;Heraklion;Department of Social Medecine;Europe;GREECE;Greece
Hungary;V;667;National Cancer Registry of Hungary;http://www.onkol.hu/hu/rakregiszter-statisztika;Budapest;National Cancer Registry, Hungary;Europe;HUNGARY;Hungary
Hungary_P;V;668;Hungarian Childhood Cancer Registry;http://www.gyerekdaganat.hu/GYOM/PUB?urlpath=GYOM_archivum/HU/munkacsoportrol/tumor_regiszter;Budapest;"2nd Department of Pediatrics,
Semmelweis University";Europe;HUNGARY;Hungary
Budapest;N;669;Department of Oncoradiology (Budapest);NULL;Budapest;National Institute of Oncology;Europe;HUNGARY;Hungary
Vas;V;670;Vas County Registry;NULL;Szombathely;NULL;Europe;HUNGARY;Hungary
Iceland;V;671;Icelandic Cancer Registry;www.krabbameinsskra.is/indexen.jsp?id=b;Reykjavik;;Europe;ICELAND;Iceland
Ireland;V;672;National Cancer Registry Ireland;www.ncri.ie;Cork;Building 6800;Europe;IRELAND;Ireland
AIRTUM;V;673;Italian Association of Cancer Registries (AIRTUM);www.registri-tumori.it;FIRENZE;c/o Registro Tumori Toscano;Europe;ITALY;Italy
Childhood;N;674;Italian paediatric cancer registries combined;NULL;NULL;NULL;Europe;ITALY;Italy
Marche_P;N;675;Childhood and Adolescent Cancer Registry - Marche;NULL;Camerino (MC);NULL;Europe;ITALY;Italy
Piedmont_P;V;676;Childhood Cancer Registry of Piedmont;https://www.registri-tumori.it/cms/;Turin;Centro di riferimento per l''epidemiologia e la prevenzione oncologica in Piemonte;Europe;ITALY;Italy
Italy, 26 registries;N;677;BIE, BRE, CAI, CAT, COM, EMI, FER, FVG, LEC, LOD, MIL, MOD, NAP, NUO, PAR, RAG, ROM, SAL, SAS, SIR, TRE, TRP, TUR, UMB, VAR & VEN for IICC-3;NULL;NULL;NULL;Europe;ITALY;Italy
Italy 30 registries;N;991;30 registries for IICC3;NULL;NULL;NULL;Europe;ITALY;Italy
Italy, 2 paediatric registries;N;1372;ITA3M & ITA3P for IICC-3;NULL;NULL;NULL;Europe;ITALY;Italy
Vallee d’Aosta;V;678;Aosta Valley Cancer Registry;;Quart;Dipartimento di Prevenzione;Europe;ITALY;Italy
Barletta;U;1281;Cancer Registry ASL BT - Section of Puglia Cancer Registry;;Barletta;Unit of Epidemiology and Statistics;Europe;ITALY;Italy
Basilicata;U;1287;Basilicata Cancer Registry;NULL;NULL;NULL;Europe;ITALY;Italy
Bergamo;V;1282;Bergamo Cancer Registry;http://www.ats-bg.it/servizi/Menu/dinamica.aspx?idSezione=16861&idArea=47370&idCat=36852&ID=36852&TipoElemento=categoria;Bergamo;Epidemology Unit;Europe;ITALY;Italy
Biella;V;679;Piedmont Cancer Registry, Province of Biella;www.cpo.it;Torino;Registro Tumori Piemonte;Europe;ITALY;Italy
Brescia;V;680;Cancer Registry of Brescia;https://www.registri-tumori.it/cms/registri-tumori/Registro%20tumori%20della%20ATS%20Brescia;Brescia;Regione Lombardia - ATS di Brescia;Europe;ITALY;Italy
Brindisi;U;681;Brindisi Province Tumor Registry;NULL;Bari;Osservatorio Epidemiologico Regionale;Europe;ITALY;Italy
Catania;V;682;Integrated Cancer Registry of Catania-Messina-Siracusa-Enna;http://www.registro-tumori-integrato.it/;Catania;"Azienda Ospedaliero-Universitaria Policlinico Vittorio Emanuele, Catania

";Europe;ITALY;Italy
Caserta;U;1285;Caserta Cancer Registry;http://www.registrotumoricaserta.it/;Caserta;U. O. Monitoraggio Rischio Ambientale e Registro Tumori;Europe;ITALY;Italy
Catanzaro;V;683;Catanzaro Cancer Registry;;Catanzaro;Unit Epidemiology;Europe;ITALY;Italy
Como;N;684;Cancer Registry of Como Province;https://www.registri-tumori.it/cms/registri-tumori/Registro%20tumori%20ATS%20della%20Brianza;Como;Dipartimento PACS - Unità Operativa Registro Tumori e Screening;Europe;ITALY;Italy
Cremona;U;1284;Cremona Cancer Registry;NULL;Mantova;Cancer Registry of the Province of Cremona;Europe;ITALY;Italy
Emilia;V;685;Reggio Emilia Cancer Registry;https://www.registri-tumori.it/cms/registri-tumori/Registro%20Tumori%20Reggiano;Reggio Emilia;Servizio di Epidemiologia;Europe;ITALY;Italy
Ferrara;V;686;Ferrara Province Cancer Registry;https://www.registri-tumori.it/cms/registri-tumori/Registro%20tumori%20della%20Romagna%20-%20Sede%20di%20Ferrara;Ferrara;Dipartimento Sanità Pubblica;Europe;ITALY;Italy
